"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 15 20:10:50 GMT 2023","Wed Feb 15 20:11:04 GMT 2023","14184","Surefire suite","Surefire test","tests.HomeSignUpTest","tests.HomeSignUpTest","testErrorMessageWhenCreatingNewAccountWithoutCaptcha","testErrorMessageWhenCreatingNewAccountWithoutCaptcha",""
"passed","Wed Feb 15 20:11:05 GMT 2023","Wed Feb 15 20:11:22 GMT 2023","16922","Surefire suite","Surefire test","tests.HomeSignUpTest","tests.HomeSignUpTest","testPrivacyPolicySignUpLinkNavigatesToPrivacyPolicyPage","testPrivacyPolicySignUpLinkNavigatesToPrivacyPolicyPage",""
