"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 15 21:17:07 GMT 2023","Wed Feb 15 21:17:22 GMT 2023","14812","Surefire suite","Surefire test","tests.HomeSignUpTest","tests.HomeSignUpTest","testPrivacyPolicySignUpLinkNavigatesToPrivacyPolicyPage","testPrivacyPolicySignUpLinkNavigatesToPrivacyPolicyPage",""
"passed","Wed Feb 15 21:16:52 GMT 2023","Wed Feb 15 21:17:07 GMT 2023","14491","Surefire suite","Surefire test","tests.HomeSignUpTest","tests.HomeSignUpTest","testErrorMessageWhenCreatingNewAccountWithoutCaptcha","testErrorMessageWhenCreatingNewAccountWithoutCaptcha",""
