"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 14 23:48:00 GMT 2023","Tue Feb 14 23:48:08 GMT 2023","8094","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testErrorMessageWhenCityDoesNotExists","testErrorMessageWhenCityDoesNotExists",""
"passed","Tue Feb 14 23:33:24 GMT 2023","Tue Feb 14 23:33:33 GMT 2023","8609","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testOurTechnologyFooterLinkNavigatesToTechnologyPage","testOurTechnologyFooterLinkNavigatesToTechnologyPage",""
"passed","Tue Feb 14 23:46:26 GMT 2023","Tue Feb 14 23:46:35 GMT 2023","8502","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:46:59 GMT 2023","Tue Feb 14 23:47:08 GMT 2023","8927","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testCurrentLocationButton","testCurrentLocationButton",""
"passed","Tue Feb 14 23:45:39 GMT 2023","Tue Feb 14 23:45:47 GMT 2023","7853","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testAPIIconsAreDisplayed","testAPIIconsAreDisplayed",""
"passed","Tue Feb 14 23:36:57 GMT 2023","Tue Feb 14 23:37:07 GMT 2023","9318","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testExternalTopMenuNavigatesToCorrespondingPage","testExternalTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:44:55 GMT 2023","Tue Feb 14 23:45:06 GMT 2023","10167","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials","Allure report description: testing Login form with different parameters:"
"passed","Tue Feb 14 23:39:44 GMT 2023","Tue Feb 14 23:39:53 GMT 2023","8496","Surefire suite","Surefire test","tests.APITest","tests.APITest","testOrangeButtonsArePresentOnThePage","testOrangeButtonsArePresentOnThePage",""
"passed","Tue Feb 14 23:34:00 GMT 2023","Tue Feb 14 23:34:00 GMT 2023","1","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testSocialPanelIconsNavigateToCorrespondingWebSites","testSocialPanelIconsNavigateToCorrespondingWebSites",""
"passed","Tue Feb 14 23:43:41 GMT 2023","Tue Feb 14 23:43:54 GMT 2023","13626","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials","Allure report description: testing Login form with different parameters:"
"passed","Tue Feb 14 23:26:43 GMT 2023","Tue Feb 14 23:26:54 GMT 2023","11556","Surefire suite","Surefire test","tests.HomeSignUpTest","tests.HomeSignUpTest","testPrivacyPolicySignUpLinkNavigatesToPrivacyPolicyPage","testPrivacyPolicySignUpLinkNavigatesToPrivacyPolicyPage",""
"passed","Tue Feb 14 23:41:36 GMT 2023","Tue Feb 14 23:41:45 GMT 2023","9024","Surefire suite","Surefire test","tests.CurrentWeatherTest","tests.CurrentWeatherTest","testCurrentWeatherDataCallTemplate","testCurrentWeatherDataCallTemplate",""
"passed","Tue Feb 14 23:43:19 GMT 2023","Tue Feb 14 23:43:29 GMT 2023","9743","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testLogInWithPasswordIsCaseSensitive","testLogInWithPasswordIsCaseSensitive",""
"passed","Tue Feb 14 23:39:19 GMT 2023","Tue Feb 14 23:39:27 GMT 2023","7780","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testSupportMenuLinksTexts","testSupportMenuLinksTexts",""
"passed","Tue Feb 14 23:44:35 GMT 2023","Tue Feb 14 23:44:45 GMT 2023","9895","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials","Allure report description: testing Login form with different parameters:"
"passed","Tue Feb 14 23:53:28 GMT 2023","Tue Feb 14 23:53:39 GMT 2023","10644","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpResponse_AndUIView_OfEightDaysForecastCalendar","test_API_HttpResponse_AndUIView_OfEightDaysForecastCalendar",""
"passed","Tue Feb 14 23:25:29 GMT 2023","Tue Feb 14 23:25:38 GMT 2023","9456","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testPriceForStateIsCorrect","testPriceForStateIsCorrect",""
"passed","Tue Feb 14 23:39:12 GMT 2023","Tue Feb 14 23:39:19 GMT 2023","7482","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testSupportMenuIsClickable","testSupportMenuIsClickable",""
"passed","Tue Feb 14 23:40:12 GMT 2023","Tue Feb 14 23:40:21 GMT 2023","9213","Surefire suite","Surefire test","tests.WeatherMapsTest","tests.WeatherMapsTest","testZoomInOutControl","testZoomInOutControl",""
"passed","Tue Feb 14 23:53:59 GMT 2023","Tue Feb 14 23:54:09 GMT 2023","10502","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_RAResponse_WhenSearchingCityCountry","test_API_RAResponse_WhenSearchingCityCountry",""
"passed","Tue Feb 14 23:53:01 GMT 2023","Tue Feb 14 23:53:08 GMT 2023","7305","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_CNTResponse_OpenBaseURL","test_API_CNTResponse_OpenBaseURL",""
"passed","Tue Feb 14 23:28:08 GMT 2023","Tue Feb 14 23:28:18 GMT 2023","10385","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testH2Headers","testH2Headers",""
"passed","Tue Feb 14 23:34:08 GMT 2023","Tue Feb 14 23:34:15 GMT 2023","7464","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testSubscriptionText","testSubscriptionText",""
"passed","Tue Feb 14 23:37:25 GMT 2023","Tue Feb 14 23:37:33 GMT 2023","8274","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testGuideMenuNavigatesToGuidePage","testGuideMenuNavigatesToGuidePage",""
"passed","Tue Feb 14 23:38:37 GMT 2023","Tue Feb 14 23:38:46 GMT 2023","8877","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testPartnersMenuNavigatesToPartnersPage","testPartnersMenuNavigatesToPartnersPage",""
"passed","Tue Feb 14 23:50:34 GMT 2023","Tue Feb 14 23:50:42 GMT 2023","8385","Surefire suite","Surefire test","tests.BulkTest","tests.BulkTest","testH2Header","testH2Header",""
"passed","Tue Feb 14 23:40:02 GMT 2023","Tue Feb 14 23:40:12 GMT 2023","9489","Surefire suite","Surefire test","tests.WeatherMapsTest","tests.WeatherMapsTest","testWeatherControlLayersText","testWeatherControlLayersText",""
"passed","Tue Feb 14 23:49:24 GMT 2023","Tue Feb 14 23:49:32 GMT 2023","7414","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testSendButtonIsDisplayed_OnDifferentWeatherPopUp","testSendButtonIsDisplayed_OnDifferentWeatherPopUp",""
"passed","Tue Feb 14 23:25:48 GMT 2023","Tue Feb 14 23:25:57 GMT 2023","8773","Surefire suite","Surefire test","tests.FindTest","tests.FindTest","testCityInSearchFieldContainsCity","testCityInSearchFieldContainsCity",""
"passed","Tue Feb 14 23:26:07 GMT 2023","Tue Feb 14 23:26:19 GMT 2023","11602","Surefire suite","Surefire test","tests.HomeAPIKeysTest","tests.HomeAPIKeysTest","testAPIKeysGenerated","testAPIKeysGenerated",""
"passed","Tue Feb 14 23:42:40 GMT 2023","Tue Feb 14 23:42:49 GMT 2023","9005","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testH4HeadersOnAlertsTable","testH4HeadersOnAlertsTable",""
"passed","Tue Feb 14 23:24:09 GMT 2023","Tue Feb 14 23:24:20 GMT 2023","11243","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testErrorMessage_WhenFirstNameIsEmpty_InBillingDetails","testErrorMessage_WhenFirstNameIsEmpty_InBillingDetails",""
"passed","Tue Feb 14 23:44:05 GMT 2023","Tue Feb 14 23:44:14 GMT 2023","9807","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials","Allure report description: testing Login form with different parameters:"
"passed","Tue Feb 14 23:33:52 GMT 2023","Tue Feb 14 23:33:59 GMT 2023","7574","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testSocialPanelExistsAndHasIcons","testSocialPanelExistsAndHasIcons",""
"passed","Tue Feb 14 23:50:24 GMT 2023","Tue Feb 14 23:50:34 GMT 2023","9182","Surefire suite","Surefire test","tests.BulkTest","tests.BulkTest","testBulkFilesInAPIRequestsTemplate","testBulkFilesInAPIRequestsTemplate",""
"passed","Tue Feb 14 23:31:08 GMT 2023","Tue Feb 14 23:31:17 GMT 2023","9052","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:47:25 GMT 2023","Tue Feb 14 23:47:33 GMT 2023","8074","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testDayListTempInC_WhenSwitchingToMetric","testDayListTempInC_WhenSwitchingToMetric",""
"passed","Tue Feb 14 23:46:17 GMT 2023","Tue Feb 14 23:46:26 GMT 2023","8665","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:45:56 GMT 2023","Tue Feb 14 23:46:05 GMT 2023","8562","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:32:29 GMT 2023","Tue Feb 14 23:32:39 GMT 2023","9718","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:28:51 GMT 2023","Tue Feb 14 23:29:02 GMT 2023","10493","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testSignInNavigatesToHomePage","testSignInNavigatesToHomePage",""
"passed","Tue Feb 14 23:25:39 GMT 2023","Tue Feb 14 23:25:48 GMT 2023","9737","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testWeatherParametersAreDisplayed","testWeatherParametersAreDisplayed",""
"passed","Tue Feb 14 23:34:16 GMT 2023","Tue Feb 14 23:34:24 GMT 2023","8501","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testWeatherDashboardLinkNavigatesToWeatherDashboardPage","testWeatherDashboardLinkNavigatesToWeatherDashboardPage",""
"passed","Tue Feb 14 23:40:33 GMT 2023","Tue Feb 14 23:40:47 GMT 2023","14303","Surefire suite","Surefire test","tests.HomeTopMenuTest","tests.HomeTopMenuTest","testHomeTopMenus","testHomeTopMenus",""
"passed","Tue Feb 14 23:39:35 GMT 2023","Tue Feb 14 23:39:44 GMT 2023","8559","Surefire suite","Surefire test","tests.APITest","tests.APITest","testAPIPageHeader","testAPIPageHeader",""
"passed","Tue Feb 14 23:29:31 GMT 2023","Tue Feb 14 23:29:40 GMT 2023","9045","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testAppStoreIconNavigatesToAppStoreWeb","testAppStoreIconNavigatesToAppStoreWeb",""
"passed","Tue Feb 14 23:51:11 GMT 2023","Tue Feb 14 23:51:20 GMT 2023","9257","Surefire suite","Surefire test","tests.HomeMarketplaceTest","tests.HomeMarketplaceTest","testWeatherDataByStateLink_NavigatesTo_HomeZipCodeDataPage","testWeatherDataByStateLink_NavigatesTo_HomeZipCodeDataPage",""
"passed","Tue Feb 14 23:37:07 GMT 2023","Tue Feb 14 23:37:16 GMT 2023","9017","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testExternalTopMenuNavigatesToCorrespondingPage","testExternalTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:50:13 GMT 2023","Tue Feb 14 23:50:24 GMT 2023","10945","Surefire suite","Surefire test","tests.APIOneCall3Test","tests.APIOneCall3Test","testAPICallsParameters","testAPICallsParameters",""
"passed","Tue Feb 14 23:51:01 GMT 2023","Tue Feb 14 23:51:10 GMT 2023","9743","Surefire suite","Surefire test","tests.HomeMarketplaceTest","tests.HomeMarketplaceTest","testButtonsAreVisibleAndClickable","testButtonsAreVisibleAndClickable",""
"passed","Tue Feb 14 23:51:20 GMT 2023","Tue Feb 14 23:52:29 GMT 2023","68871","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","testAllLinksAreNotBroken","testAllLinksAreNotBroken",""
"passed","Tue Feb 14 23:28:18 GMT 2023","Tue Feb 14 23:28:29 GMT 2023","10604","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testLogInRememberMeTokenSaveInCookie","testLogInRememberMeTokenSaveInCookie",""
"passed","Tue Feb 14 23:42:59 GMT 2023","Tue Feb 14 23:43:09 GMT 2023","10022","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testTransparentButtonsLabels","testTransparentButtonsLabels",""
"passed","Tue Feb 14 23:52:52 GMT 2023","Tue Feb 14 23:53:00 GMT 2023","8142","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_CNTRequests_WhenSearchingCityCountry","test_API_CNTRequests_WhenSearchingCityCountry",""
"passed","Tue Feb 14 23:46:05 GMT 2023","Tue Feb 14 23:46:17 GMT 2023","12041","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:35:01 GMT 2023","Tue Feb 14 23:35:09 GMT 2023","8466","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:36:03 GMT 2023","Tue Feb 14 23:36:12 GMT 2023","9123","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:49:58 GMT 2023","Tue Feb 14 23:50:05 GMT 2023","7541","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testTextInCookiesAgreement","testTextInCookiesAgreement",""
"passed","Tue Feb 14 23:32:20 GMT 2023","Tue Feb 14 23:32:29 GMT 2023","8649","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:48:35 GMT 2023","Tue Feb 14 23:48:43 GMT 2023","8485","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testIconsHighlighted_OnDifferentWeatherPopUp","testIconsHighlighted_OnDifferentWeatherPopUp",""
"passed","Tue Feb 14 23:47:08 GMT 2023","Tue Feb 14 23:47:17 GMT 2023","8800","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testCurrentWeatherAPIIconNavigatesToCorrespondingPage","testCurrentWeatherAPIIconNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:25:58 GMT 2023","Tue Feb 14 23:26:07 GMT 2023","9546","Surefire suite","Surefire test","tests.FindTest","tests.FindTest","testNavigationToFindPage_WithTheSameCityName","testNavigationToFindPage_WithTheSameCityName",""
"passed","Tue Feb 14 23:38:19 GMT 2023","Tue Feb 14 23:38:28 GMT 2023","8413","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testNavigationBarSearchField_NavigatesToFindPage","testNavigationBarSearchField_NavigatesToFindPage",""
"passed","Tue Feb 14 23:43:29 GMT 2023","Tue Feb 14 23:43:40 GMT 2023","11250","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials","Allure report description: testing Login form with different parameters:"
"passed","Tue Feb 14 23:41:09 GMT 2023","Tue Feb 14 23:41:17 GMT 2023","8623","Surefire suite","Surefire test","tests.PartnersTest","tests.PartnersTest","testH1Header","testH1Header",""
"passed","Tue Feb 14 23:41:17 GMT 2023","Tue Feb 14 23:41:26 GMT 2023","8983","Surefire suite","Surefire test","tests.PartnersTest","tests.PartnersTest","testLinksTextsAreAsExpected","testLinksTextsAreAsExpected",""
"passed","Tue Feb 14 23:35:18 GMT 2023","Tue Feb 14 23:35:26 GMT 2023","8491","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:32:57 GMT 2023","Tue Feb 14 23:33:06 GMT 2023","8542","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testGitHubIconNavigatesToGitHubWeb","testGitHubIconNavigatesToGitHubWeb",""
"passed","Tue Feb 14 23:30:33 GMT 2023","Tue Feb 14 23:30:42 GMT 2023","8911","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testExternalMenuLinksNavigateToCorrespondingPages","testExternalMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:48:59 GMT 2023","Tue Feb 14 23:49:07 GMT 2023","7485","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testOneIconHighlightedByDefault_OnDifferentWeatherPopUp","testOneIconHighlightedByDefault_OnDifferentWeatherPopUp",""
"passed","Tue Feb 14 23:49:32 GMT 2023","Tue Feb 14 23:49:39 GMT 2023","7439","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testTempUnitChangedToC_WhenSwitchingToMetric","testTempUnitChangedToC_WhenSwitchingToMetric",""
"passed","Tue Feb 14 23:42:21 GMT 2023","Tue Feb 14 23:42:30 GMT 2023","8866","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testH2HeaderOnAlertsTable","testH2HeaderOnAlertsTable",""
"passed","Tue Feb 14 23:27:23 GMT 2023","Tue Feb 14 23:27:38 GMT 2023","14807","Surefire suite","Surefire test","tests.GuideTest","tests.GuideTest","testHomeLinkNavigatesToBaseURL","testHomeLinkNavigatesToBaseURL",""
"passed","Tue Feb 14 23:47:43 GMT 2023","Tue Feb 14 23:47:51 GMT 2023","7459","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testDifferentWeatherButtonOpensDifferentWeatherContainer","testDifferentWeatherButtonOpensDifferentWeatherContainer",""
"passed","Tue Feb 14 23:23:37 GMT 2023","Tue Feb 14 23:23:57 GMT 2023","20756","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testBillingDetailsWhenFillingIndividualForms","testBillingDetailsWhenFillingIndividualForms",""
"passed","Tue Feb 14 23:28:40 GMT 2023","Tue Feb 14 23:28:51 GMT 2023","10776","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testOrangeButtonsAreClickableAndVisible","testOrangeButtonsAreClickableAndVisible",""
"passed","Tue Feb 14 23:43:55 GMT 2023","Tue Feb 14 23:44:04 GMT 2023","9748","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials","Allure report description: testing Login form with different parameters:"
"passed","Tue Feb 14 23:41:55 GMT 2023","Tue Feb 14 23:42:03 GMT 2023","8704","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testCurrentWeatherAndForecastsCollectionsNames","testCurrentWeatherAndForecastsCollectionsNames",""
"passed","Tue Feb 14 23:29:41 GMT 2023","Tue Feb 14 23:29:50 GMT 2023","9141","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testAskQuestionFooterLinkNavigatesToHomeAskQuestionPage","testAskQuestionFooterLinkNavigatesToHomeAskQuestionPage",""
"passed","Tue Feb 14 23:53:49 GMT 2023","Tue Feb 14 23:53:58 GMT 2023","9444","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpResponse_CurrentPressureInParis","test_API_HttpResponse_CurrentPressureInParis",""
"passed","Tue Feb 14 23:45:47 GMT 2023","Tue Feb 14 23:45:56 GMT 2023","8876","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:45:06 GMT 2023","Tue Feb 14 23:45:17 GMT 2023","10737","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignOut","testSignOut",""
"passed","Tue Feb 14 23:24:31 GMT 2023","Tue Feb 14 23:24:42 GMT 2023","10692","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testErrorMessage_WhenPhoneNumberIsEmpty_InBillingDetails","testErrorMessage_WhenPhoneNumberIsEmpty_InBillingDetails",""
"passed","Tue Feb 14 23:23:04 GMT 2023","Tue Feb 14 23:23:16 GMT 2023","12543","Surefire suite","Surefire test","tests.WidgetsTest","tests.WidgetsTest","testSelectYourCityFieldContainsChosenCity","testSelectYourCityFieldContainsChosenCity",""
"passed","Tue Feb 14 23:53:18 GMT 2023","Tue Feb 14 23:53:28 GMT 2023","9889","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpRequestResponse__WeatherTempParis","test_API_HttpRequestResponse__WeatherTempParis",""
"passed","Tue Feb 14 23:49:40 GMT 2023","Tue Feb 14 23:49:49 GMT 2023","9898","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testTempUnitChangedToF_WhenSwitchingToImperial","testTempUnitChangedToF_WhenSwitchingToImperial",""
"passed","Tue Feb 14 23:30:42 GMT 2023","Tue Feb 14 23:30:51 GMT 2023","8433","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFacebookIconNavigatesToFacebookWeb","testFacebookIconNavigatesToFacebookWeb",""
