"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 14 23:33:43 GMT 2023","Tue Feb 14 23:33:52 GMT 2023","9024","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testPrivacyPolicyFooterLinkNavigatesToPrivacyPolicyWeb","testPrivacyPolicyFooterLinkNavigatesToPrivacyPolicyWeb",""
"passed","Tue Feb 14 23:26:19 GMT 2023","Tue Feb 14 23:26:31 GMT 2023","11671","Surefire suite","Surefire test","tests.HomeAPIKeysTest","tests.HomeAPIKeysTest","testAPIKeysDeleted","testAPIKeysDeleted",""
"passed","Tue Feb 14 23:37:33 GMT 2023","Tue Feb 14 23:37:42 GMT 2023","8745","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testHamburgerMenuHasLogo","testHamburgerMenuHasLogo",""
"passed","Tue Feb 14 23:30:14 GMT 2023","Tue Feb 14 23:30:23 GMT 2023","8740","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testExternalMenuLinksNavigateToCorrespondingPages","testExternalMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:52:44 GMT 2023","Tue Feb 14 23:52:52 GMT 2023","7699","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_CNTRequest_OpenBaseURL","test_API_CNTRequest_OpenBaseURL",""
"passed","Tue Feb 14 23:40:59 GMT 2023","Tue Feb 14 23:41:08 GMT 2023","9521","Surefire suite","Surefire test","tests.WeatherStationsTest","tests.WeatherStationsTest","testSummaryExistsAndActive","testSummaryExistsAndActive",""
"passed","Tue Feb 14 23:45:27 GMT 2023","Tue Feb 14 23:45:39 GMT 2023","11552","Surefire suite","Surefire test","tests.HomeHistoryBulksNewTest","tests.HomeHistoryBulksNewTest","testWeatherParametersAreNOTSelected_AfterUncheckAll","testWeatherParametersAreNOTSelected_AfterUncheckAll",""
"passed","Tue Feb 14 23:28:29 GMT 2023","Tue Feb 14 23:28:40 GMT 2023","10930","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testLogInWithEmailIsNotCaseSensitive","testLogInWithEmailIsNotCaseSensitive",""
"passed","Tue Feb 14 23:33:15 GMT 2023","Tue Feb 14 23:33:24 GMT 2023","9004","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testOpenWeatherForBusinessLinkNavigateToForBusinessWeb","testOpenWeatherForBusinessLinkNavigateToForBusinessWeb",""
"passed","Tue Feb 14 23:38:10 GMT 2023","Tue Feb 14 23:38:19 GMT 2023","9542","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testMarketplaceMenuNavigatesToMarketplacePage","testMarketplaceMenuNavigatesToMarketplacePage",""
"passed","Tue Feb 14 23:22:37 GMT 2023","Tue Feb 14 23:22:52 GMT 2023","14785","Surefire suite","Surefire test","tests.WidgetsTest","tests.WidgetsTest","testAllWidgetsDisplayChosenCity","testAllWidgetsDisplayChosenCity",""
"passed","Tue Feb 14 23:44:15 GMT 2023","Tue Feb 14 23:44:24 GMT 2023","9836","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials","Allure report description: testing Login form with different parameters:"
"passed","Tue Feb 14 23:29:13 GMT 2023","Tue Feb 14 23:29:21 GMT 2023","8126","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksAmount","testFooterMenuLinksAmount",""
"passed","Tue Feb 14 23:47:34 GMT 2023","Tue Feb 14 23:47:43 GMT 2023","9305","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testDayListTempInF_WhenSwitchingToImperial","testDayListTempInF_WhenSwitchingToImperial",""
"passed","Tue Feb 14 23:46:51 GMT 2023","Tue Feb 14 23:46:59 GMT 2023","7897","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testCorrect8DaysForecastCalendarSequence","testCorrect8DaysForecastCalendarSequence",""
"passed","Tue Feb 14 23:50:52 GMT 2023","Tue Feb 14 23:51:00 GMT 2023","8769","Surefire suite","Surefire test","tests.AboutUsTest","tests.AboutUsTest","testHeadersAboutUsPage","testHeadersAboutUsPage",""
"passed","Tue Feb 14 23:30:06 GMT 2023","Tue Feb 14 23:30:14 GMT 2023","7423","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testCopyrightOnFooterMenu","testCopyrightOnFooterMenu",""
"passed","Tue Feb 14 23:23:27 GMT 2023","Tue Feb 14 23:23:36 GMT 2023","9375","Surefire suite","Surefire test","tests.HomeAskQuestionTest","tests.HomeAskQuestionTest","testRadioButtonMessage","testRadioButtonMessage",""
"passed","Tue Feb 14 23:23:58 GMT 2023","Tue Feb 14 23:24:09 GMT 2023","11013","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testErrorMessage_WhenEmailIsEmpty_InBillingDetails","testErrorMessage_WhenEmailIsEmpty_InBillingDetails",""
"passed","Tue Feb 14 23:30:59 GMT 2023","Tue Feb 14 23:31:08 GMT 2023","8203","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:27:04 GMT 2023","Tue Feb 14 23:27:14 GMT 2023","10326","Surefire suite","Surefire test","tests.FAQTest","tests.FAQTest","testFAQInnerDescriptionsAmount","testFAQInnerDescriptionsAmount",""
"passed","Tue Feb 14 23:52:29 GMT 2023","Tue Feb 14 23:52:44 GMT 2023","14603","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","testRAResponse_8DayForecastWeatherDescription","testRAResponse_8DayForecastWeatherDescription",""
"passed","Tue Feb 14 23:31:36 GMT 2023","Tue Feb 14 23:31:44 GMT 2023","8625","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:36:21 GMT 2023","Tue Feb 14 23:36:30 GMT 2023","8998","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:41:46 GMT 2023","Tue Feb 14 23:41:54 GMT 2023","8569","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testAlertsPriceByRequest","testAlertsPriceByRequest",""
"passed","Tue Feb 14 23:36:48 GMT 2023","Tue Feb 14 23:36:57 GMT 2023","8805","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:42:03 GMT 2023","Tue Feb 14 23:42:12 GMT 2023","8761","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testDetailedPricingButtons","testDetailedPricingButtons",""
"passed","Tue Feb 14 23:42:12 GMT 2023","Tue Feb 14 23:42:21 GMT 2023","8741","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testH1Header","testH1Header",""
"passed","Tue Feb 14 23:37:16 GMT 2023","Tue Feb 14 23:37:25 GMT 2023","8683","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testFAQSupportSubmenuNavigatesToFAQPage","testFAQSupportSubmenuNavigatesToFAQPage",""
"passed","Tue Feb 14 23:39:53 GMT 2023","Tue Feb 14 23:40:02 GMT 2023","9247","Surefire suite","Surefire test","tests.WeatherMapsTest","tests.WeatherMapsTest","testButtonLoop_MapPage","testButtonLoop_MapPage",""
"passed","Tue Feb 14 23:35:27 GMT 2023","Tue Feb 14 23:35:35 GMT 2023","8340","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:31:26 GMT 2023","Tue Feb 14 23:31:35 GMT 2023","9684","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:45:17 GMT 2023","Tue Feb 14 23:45:27 GMT 2023","10131","Surefire suite","Surefire test","tests.HomeHistoryBulksNewTest","tests.HomeHistoryBulksNewTest","testWeatherParametersAreSelectedByDefault","testWeatherParametersAreSelectedByDefault",""
"passed","Tue Feb 14 23:48:08 GMT 2023","Tue Feb 14 23:48:16 GMT 2023","7517","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testH1HeaderColorAndFontSize","testH1HeaderColorAndFontSize",""
"passed","Tue Feb 14 23:39:02 GMT 2023","Tue Feb 14 23:39:11 GMT 2023","9069","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testSignInMenuNavigatesToSignInPage","testSignInMenuNavigatesToSignInPage",""
"passed","Tue Feb 14 23:25:08 GMT 2023","Tue Feb 14 23:25:18 GMT 2023","10461","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testOrderDetailsParametersAreCorrect","testOrderDetailsParametersAreCorrect",""
"passed","Tue Feb 14 23:27:14 GMT 2023","Tue Feb 14 23:27:23 GMT 2023","8514","Surefire suite","Surefire test","tests.FAQTest","tests.FAQTest","testH3HeadersAmount","testH3HeadersAmount",""
"passed","Tue Feb 14 23:27:47 GMT 2023","Tue Feb 14 23:27:57 GMT 2023","10366","Surefire suite","Surefire test","tests.GuideTest","tests.GuideTest","testRoadRiskAPILink_NavigatesTo_RoadRiskAPIPage","testRoadRiskAPILink_NavigatesTo_RoadRiskAPIPage",""
"passed","Tue Feb 14 23:40:21 GMT 2023","Tue Feb 14 23:40:33 GMT 2023","11285","Surefire suite","Surefire test","tests.HomeTopMenuTest","tests.HomeTopMenuTest","testDropdownMenuTexts","testDropdownMenuTexts",""
"passed","Tue Feb 14 23:35:53 GMT 2023","Tue Feb 14 23:36:03 GMT 2023","9229","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:34:43 GMT 2023","Tue Feb 14 23:34:52 GMT 2023","8220","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testCompanyLogoNavigatesToBaseURL","testCompanyLogoNavigatesToBaseURL",""
"passed","Tue Feb 14 23:38:54 GMT 2023","Tue Feb 14 23:39:02 GMT 2023","8140","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testPricingMenuNavigatesToPricePage","testPricingMenuNavigatesToPricePage",""
"passed","Tue Feb 14 23:27:58 GMT 2023","Tue Feb 14 23:28:07 GMT 2023","9661","Surefire suite","Surefire test","tests.GuideTest","tests.GuideTest","testSolarRadiationApiLink_NavigatesTo_SolarRadiationApiPage","testSolarRadiationApiLink_NavigatesTo_SolarRadiationApiPage",""
"passed","Tue Feb 14 23:40:48 GMT 2023","Tue Feb 14 23:40:59 GMT 2023","11014","Surefire suite","Surefire test","tests.HomeTopMenuTest","tests.HomeTopMenuTest","testHomeTopMenusAmount","testHomeTopMenusAmount",""
"passed","Tue Feb 14 23:48:52 GMT 2023","Tue Feb 14 23:48:59 GMT 2023","7319","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testMainPageHeaders","testMainPageHeaders",""
"passed","Tue Feb 14 23:33:33 GMT 2023","Tue Feb 14 23:33:42 GMT 2023","9021","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testPricingFooterLinkNavigatesToPricePage","testPricingFooterLinkNavigatesToPricePage",""
"passed","Tue Feb 14 23:23:17 GMT 2023","Tue Feb 14 23:23:27 GMT 2023","10157","Surefire suite","Surefire test","tests.HomeAskQuestionTest","tests.HomeAskQuestionTest","testErrorMessageWhenCaptchaNotVerified","testErrorMessageWhenCaptchaNotVerified",""
"passed","Tue Feb 14 23:35:45 GMT 2023","Tue Feb 14 23:35:53 GMT 2023","8589","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:36:39 GMT 2023","Tue Feb 14 23:36:48 GMT 2023","8593","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:33:06 GMT 2023","Tue Feb 14 23:33:15 GMT 2023","9070","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testGooglePlayIconNavigatesToGooglePlayWeb","testGooglePlayIconNavigatesToGooglePlayWeb",""
"passed","Tue Feb 14 23:54:09 GMT 2023","Tue Feb 14 23:54:19 GMT 2023","9858","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_UIEightDaysForecastCalendarOnCurrentDateFrom_API_HttpResponse","test_UIEightDaysForecastCalendarOnCurrentDateFrom_API_HttpResponse",""
"passed","Tue Feb 14 23:49:07 GMT 2023","Tue Feb 14 23:49:15 GMT 2023","8221","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testRefreshPage","testRefreshPage",""
"passed","Tue Feb 14 23:30:51 GMT 2023","Tue Feb 14 23:30:59 GMT 2023","8227","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:34:00 GMT 2023","Tue Feb 14 23:34:08 GMT 2023","7791","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testStorePanelExistsAndHasIcons","testStorePanelExistsAndHasIcons",""
"passed","Tue Feb 14 23:29:50 GMT 2023","Tue Feb 14 23:30:06 GMT 2023","16013","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testConnectYourWeatherStationFooterLinkNavigatesToWeatherStationsPage","testConnectYourWeatherStationFooterLinkNavigatesToWeatherStationsPage",""
"passed","Tue Feb 14 23:48:16 GMT 2023","Tue Feb 14 23:48:26 GMT 2023","9564","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testH2Header_WhenSearchingCityCountry","testH2Header_WhenSearchingCityCountry",""
"passed","Tue Feb 14 23:26:54 GMT 2023","Tue Feb 14 23:27:03 GMT 2023","8990","Surefire suite","Surefire test","tests.FAQTest","tests.FAQTest","testFAQHeader","testFAQHeader",""
"passed","Tue Feb 14 23:38:28 GMT 2023","Tue Feb 14 23:38:37 GMT 2023","8862","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testOurInitiativesMenuNavigatesToOurInitiativesPage","testOurInitiativesMenuNavigatesToOurInitiativesPage",""
"passed","Tue Feb 14 23:26:31 GMT 2023","Tue Feb 14 23:26:42 GMT 2023","11258","Surefire suite","Surefire test","tests.HomeSignUpTest","tests.HomeSignUpTest","testErrorMessageWhenCreatingNewAccountWithoutCaptcha","testErrorMessageWhenCreatingNewAccountWithoutCaptcha",""
"passed","Tue Feb 14 23:25:19 GMT 2023","Tue Feb 14 23:25:29 GMT 2023","9821","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testPlaceOrderPopUpWindowIsDisplayed","testPlaceOrderPopUpWindowIsDisplayed",""
"passed","Tue Feb 14 23:31:45 GMT 2023","Tue Feb 14 23:31:53 GMT 2023","8657","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:41:27 GMT 2023","Tue Feb 14 23:41:36 GMT 2023","9562","Surefire suite","Surefire test","tests.PartnersTest","tests.PartnersTest","testSeeOnTheWebsiteButtonNavigatesToApacheWebsite","testSeeOnTheWebsiteButtonNavigatesToApacheWebsite",""
"passed","Tue Feb 14 23:49:50 GMT 2023","Tue Feb 14 23:49:57 GMT 2023","7784","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testTemperatureValueIncreasedByOne_WhenClickingUp","testTemperatureValueIncreasedByOne_WhenClickingUp",""
"passed","Tue Feb 14 23:46:35 GMT 2023","Tue Feb 14 23:46:43 GMT 2023","7756","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testAmountOfIcons_OnDifferentWeatherPopUp","testAmountOfIcons_OnDifferentWeatherPopUp",""
"passed","Tue Feb 14 23:31:54 GMT 2023","Tue Feb 14 23:32:02 GMT 2023","8706","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:34:52 GMT 2023","Tue Feb 14 23:35:00 GMT 2023","8733","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testDashboardMenuNavigatesToDashboardPage","testDashboardMenuNavigatesToDashboardPage",""
"passed","Tue Feb 14 23:42:49 GMT 2023","Tue Feb 14 23:42:58 GMT 2023","9358","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testTransparentButtonsAmount","testTransparentButtonsAmount",""
"passed","Tue Feb 14 23:34:35 GMT 2023","Tue Feb 14 23:34:43 GMT 2023","8523","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testAPIMenuNavigatesToAPIPage","testAPIMenuNavigatesToAPIPage",""
"passed","Tue Feb 14 23:38:46 GMT 2023","Tue Feb 14 23:38:54 GMT 2023","7339","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testPlaceholderIsAvailable_TopMenu","testPlaceholderIsAvailable_TopMenu",""
"passed","Tue Feb 14 23:35:35 GMT 2023","Tue Feb 14 23:35:44 GMT 2023","9161","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:34:24 GMT 2023","Tue Feb 14 23:34:34 GMT 2023","9893","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testWidgetsFooterLinkNavigatesToWidgetsPage","testWidgetsFooterLinkNavigatesToWidgetsPage",""
"passed","Tue Feb 14 23:22:52 GMT 2023","Tue Feb 14 23:23:03 GMT 2023","11231","Surefire suite","Surefire test","tests.WidgetsTest","tests.WidgetsTest","testErrorMessage_WhenEnteringInvalidAPIKeyInWidgetForm","testErrorMessage_WhenEnteringInvalidAPIKeyInWidgetForm",""
"passed","Tue Feb 14 23:37:42 GMT 2023","Tue Feb 14 23:37:50 GMT 2023","7864","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testHamburgerMenuIsAvailableAndHasOptions_TopMenu","testHamburgerMenuIsAvailableAndHasOptions_TopMenu",""
"passed","Tue Feb 14 23:36:12 GMT 2023","Tue Feb 14 23:36:21 GMT 2023","8271","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:30:23 GMT 2023","Tue Feb 14 23:30:33 GMT 2023","9808","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testExternalMenuLinksNavigateToCorrespondingPages","testExternalMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:29:02 GMT 2023","Tue Feb 14 23:29:12 GMT 2023","10400","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testSuccessfulSignIn","testSuccessfulSignIn",""
"passed","Tue Feb 14 23:44:25 GMT 2023","Tue Feb 14 23:44:35 GMT 2023","10018","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials","Allure report description: testing Login form with different parameters:"
"passed","Tue Feb 14 23:31:17 GMT 2023","Tue Feb 14 23:31:26 GMT 2023","8421","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:39:27 GMT 2023","Tue Feb 14 23:39:35 GMT 2023","7607","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testTopMenuLinkAmount","testTopMenuLinkAmount",""
"passed","Tue Feb 14 23:32:39 GMT 2023","Tue Feb 14 23:32:48 GMT 2023","8849","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:53:08 GMT 2023","Tue Feb 14 23:53:18 GMT 2023","9487","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpRequestResponse_WhenSearchingCityCountry","test_API_HttpRequestResponse_WhenSearchingCityCountry",""
"passed","Tue Feb 14 23:42:31 GMT 2023","Tue Feb 14 23:42:40 GMT 2023","8999","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testH2Headers","testH2Headers",""
"passed","Tue Feb 14 23:50:42 GMT 2023","Tue Feb 14 23:50:51 GMT 2023","9012","Surefire suite","Surefire test","tests.AboutUsTest","tests.AboutUsTest","testActiveOptionsForWhereToField","testActiveOptionsForWhereToField",""
"passed","Tue Feb 14 23:35:09 GMT 2023","Tue Feb 14 23:35:18 GMT 2023","8211","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Tue Feb 14 23:48:44 GMT 2023","Tue Feb 14 23:48:51 GMT 2023","7791","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testLocationButtonIsDisplayedAndClickable","testLocationButtonIsDisplayedAndClickable",""
"passed","Tue Feb 14 23:24:42 GMT 2023","Tue Feb 14 23:24:54 GMT 2023","11265","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testListOfStatesIsCorrectAndSorted","testListOfStatesIsCorrectAndSorted",""
"passed","Tue Feb 14 23:32:02 GMT 2023","Tue Feb 14 23:32:11 GMT 2023","8552","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Tue Feb 14 23:43:09 GMT 2023","Tue Feb 14 23:43:19 GMT 2023","10002","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testLogInWithInvalidPassword","testLogInWithInvalidPassword",""
"passed","Tue Feb 14 23:50:06 GMT 2023","Tue Feb 14 23:50:13 GMT 2023","7395","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testXButtonIsDisplayed_OnDifferentWeatherPopUp","testXButtonIsDisplayed_OnDifferentWeatherPopUp",""
"passed","Tue Feb 14 23:47:51 GMT 2023","Tue Feb 14 23:48:00 GMT 2023","8737","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testEmailAndAdditionalInfoIsNotSavedAfterClickingOutOfContainer","testEmailAndAdditionalInfoIsNotSavedAfterClickingOutOfContainer",""
"passed","Tue Feb 14 23:49:15 GMT 2023","Tue Feb 14 23:49:24 GMT 2023","8504","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testSearchErrorMessageBackgroundColor","testSearchErrorMessageBackgroundColor",""
"passed","Tue Feb 14 23:24:54 GMT 2023","Tue Feb 14 23:25:08 GMT 2023","13927","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testListOfYearsIsCorrect","testListOfYearsIsCorrect",""
"passed","Tue Feb 14 23:37:51 GMT 2023","Tue Feb 14 23:37:59 GMT 2023","8551","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testHowToStartMenuNavigatesToHowToStartPage","testHowToStartMenuNavigatesToHowToStartPage",""
"passed","Tue Feb 14 23:47:17 GMT 2023","Tue Feb 14 23:47:25 GMT 2023","7770","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testDataSourceOptions","testDataSourceOptions",""
"passed","Tue Feb 14 23:46:43 GMT 2023","Tue Feb 14 23:46:51 GMT 2023","7797","Surefire suite","Surefire test","tests.MainTest","tests.MainTest","testChosenDataSourceOptionIsSavedAfterClickingLessOptions","testChosenDataSourceOptionIsSavedAfterClickingLessOptions",""
